url_path,views_total,views_unique
/matias-gonz/mag-analyst,14,8
/matias-gonz/mag-analyst/projects,5,4
/matias-gonz/mag-analyst/issues/89,2,2
/matias-gonz/mag-analyst/tree/github-repo-stats/matias-gonz/mag-analyst,2,2
/matias-gonz/mag-analyst/tree/main/data/sampleData,2,2
/matias-gonz/mag-analyst/blob/main/explanation-document.md,2,1
/matias-gonz/mag-analyst/actions,1,1
"/matias-gonz/mag-analyst/blob/main/articles/2024, Silveyra, TMAG, MagAnalyst A MATLAB Toolbox for Anhysteretic Magnetization Analysis.pdf",1,1
"/matias-gonz/mag-analyst/blob/main/articles/2025, Conde Garrido, TMAG, Blind efficient method for optimizing Jiles-Atherton model parameters.pdf",1,1
/matias-gonz/mag-analyst/blob/main/assets/logo_dark_maganalyst.png,1,1
