H [A/m];M [A/m]
-19.9789301397328;-66132.6409080608
-20.3934405661499;-68767.9315611205
-20.8079509925669;-71403.2222141802
-21.222461418984;-74038.51286724
-21.6369718454011;-76673.8035202997
-22.0514822718181;-79309.0941733594
-22.4659926982352;-81944.3848264191
-22.8805031246522;-84579.6754794788
-23.3023024523652;-87214.9661325385
-23.7594788027284;-89850.2567855982
-24.2166551530915;-92485.5474386579
-24.6738315034547;-95120.8380917176
-25.1310078538179;-97756.1287447774
-25.5881842041811;-100391.419397837
-26.0453605545442;-103026.710050897
-26.5162442936135;-105662.000703956
-27.0375386344898;-108297.291357016
-27.5588329753661;-110932.582010076
-28.0801273162424;-113567.872663136
-28.6014216571188;-116203.163316195
-29.1227159979951;-118838.453969255
-29.6440103388714;-121473.744622315
-30.1825588971467;-124109.035275374
-30.7246736742542;-126744.325928434
-31.2667884513618;-129379.616581494
-31.8089032284694;-132014.907234554
-32.351018005577;-134650.197887613
-32.8931327826846;-137285.488540673
-33.4918260055703;-139920.779193733
-34.1025202770778;-142556.069846792
-34.7132145485852;-145191.360499852
-35.3239088200927;-147826.651152912
-35.9346030916001;-150461.941805972
-36.5460028181076;-153097.232459031
-37.2157344872376;-155732.523112091
-37.8854661563675;-158367.813765151
-38.5551978254975;-161003.10441821
-39.2249294946274;-163638.39507127
-39.9056849410256;-166273.68572433
-40.6480399451352;-168908.976377389
-41.3903949492449;-171544.267030449
-42.1327499533545;-174179.557683509
-42.8751049574641;-176814.848336569
-43.643384523731;-179450.138989628
-44.4194758629793;-182085.429642688
-45.1955672022275;-184720.720295748
-45.9716585414757;-187356.010948807
-46.8373254403492;-189991.301601867
-47.7690269297798;-192626.592254927
-48.7007284192105;-195261.882907987
-49.6324299086412;-197897.173561046
-50.6022913296387;-200532.464214106
-51.5839185282485;-203167.754867166
-52.5655457268582;-205803.045520225
-53.6497862856138;-208438.336173285
-54.8269363082701;-211073.626826345
-56.0040863309264;-213708.917479405
-57.1509546129568;-216344.208132464
-58.275078417269;-218979.498785524
-59.3992022215812;-221614.789438584
-60.7947206635076;-224250.080091643
-62.2547163506107;-226885.370744703
-63.7541786178356;-229520.661397763
-65.3067067007695;-232155.952050822
-66.9363474903849;-234791.242703882
-68.7221404385916;-237426.533356942
-70.4585354773225;-240061.824010002
-72.1282466216101;-242697.114663061
-74.0066157750946;-245332.405316121
-76.0772653964564;-247967.695969181
-78.1612716590345;-250602.98662224
-80.3793554209617;-253238.2772753
-82.9307092027011;-255873.56792836
-85.5575220892164;-258508.85858142
-88.4346112906148;-261144.149234479
-91.5268964838161;-263779.439887539
-94.6703636147749;-266414.730540599
-97.9621357944587;-269050.021193658
-101.750721849721;-271685.311846718
-106.287;-274320.602499778
-106.731;-274320.158499778
-101.604856971401;-271684.872331567
-94.0235090281227;-269049.586163355
-90.3157469436498;-266414.299995144
-84.0946604944676;-263779.013826933
-79.4706932484157;-261143.727658722
-75.3502001917384;-258508.44149051
-70.2887097924409;-255873.155322299
-67.7015381611272;-253237.869154088
-64.6482296065479;-250602.582985877
-61.5265516330367;-247967.296817666
-58.6704006336136;-245332.010649454
-56.0601647469407;-242696.724481243
-53.7816912263946;-240061.438313032
-51.8839650607813;-237426.152144821
-50.0010720047895;-234790.865976609
-47.3720954268452;-232155.579808398
-45.3222551144864;-229520.293640187
-43.4029029946684;-226885.007471976
-41.6948521242805;-224249.721303765
-39.999127734665;-221614.435135553
-38.4105683855125;-218979.148967342
-36.8234533452613;-216343.862799131
-35.426235616107;-213708.57663092
-34.0290178869527;-211073.290462708
-32.7187993824593;-208438.004294497
-31.4606309338593;-205802.718126286
-30.2024624852594;-203167.431958075
-29.0135547921166;-200532.145789864
-27.8356638363959;-197896.859621652
-26.6720311238653;-195261.573453441
-25.6370404263539;-192626.28728523
-24.6020497288424;-189991.001117019
-23.567059031331;-187355.714948807
-22.6651723605138;-184720.428780596
-21.7694990353536;-182085.142612385
-20.8738257101933;-179449.856444174
-19.9983069203584;-176814.570275963
-19.1868121003994;-174179.284107751
-18.3753172804403;-171543.99793954
-17.5638224604813;-168908.711771329
-16.754714880024;-166273.425603118
-15.9943716787227;-163638.139434906
-15.2340284774213;-161002.853266695
-14.4736852761199;-158367.567098484
-13.7133420748186;-155732.280930273
-13.0008358093372;-153096.994762062
-12.3672255214832;-150461.70859385
-11.7336152336292;-147826.422425639
-11.1000049457752;-145191.136257428
-10.4663946579212;-142555.850089217
-9.87601925714882;-139920.563921005
-9.30347253333789;-137285.277752794
-8.73092580952695;-134649.991584583
-8.15837908571601;-132014.705416372
-7.58583236190508;-129379.419248161
-7.01328563809414;-126744.133079949
-6.49643183132803;-124108.846911738
-5.98612011732248;-121473.560743527
-5.47580840331694;-118838.274575316
-4.9654966893114;-116202.988407104
-4.45518497530585;-113567.702238893
-3.94487326130031;-110932.416070682
-3.43456154729476;-108297.129902471
-2.94151667800391;-105661.843734259
-2.44961396860056;-103026.557566048
-1.95771125919721;-100391.271397837
-1.46580854979387;-97755.9852296258
-0.973905840390521;-95120.6990614146
-0.482003130987173;-92485.4128932034
-0.00632812901322824;-89850.1267249922
0.390947067020072;-87214.8405567809
0.788222263053372;-84579.5543885697
1.18549745908667;-81944.2682203585
1.58277265511997;-79308.9820521473
1.98004785115327;-76673.695883936
2.37732304718657;-74038.4097157248
2.77459824321987;-71403.1235475136
3.16220754796812;-68767.8373793023
3.50125073641137;-66132.5512110911
3.84029392485461;-63497.2650428799
4.17933711329785;-60861.9788746687
4.5183803017411;-58226.6927064575
4.85742349018434;-55591.4065382462
5.19646667862758;-52956.120370035
5.53550986707083;-50320.8342018238
5.87455305551407;-47685.5480336126
6.21359624395731;-45050.2618654013
6.5459717974103;-42414.9756971901
6.86592830010493;-39779.6895289789
7.18588480279957;-37144.4033607677
7.5058413054942;-34509.1171925564
7.82579780818883;-31873.8310243452
8.14575431088346;-29238.544856134
8.4657108135781;-26603.2586879228
8.78566731627273;-23967.9725197115
9.10562381896736;-21332.6863515003
9.425580321662;-18697.4001832891
9.74553682435663;-16062.1140150779
10.0548305059899;-13426.8278468666
11.572865252995;0
13.0909;13426.8278468666
13.4332964958189;16062.1184999264
13.7756929916379;18697.4091529861
14.1180894874568;21332.6998060458
14.4604859832757;23967.9904591055
14.8028824790946;26603.2811121652
15.1452789749136;29238.5717652249
15.4876754707325;31873.8624182846
15.8300719665514;34509.1530713443
16.1724684623704;37144.443724404
16.5148617931769;39779.7343774637
16.8572469373001;42415.0250305235
17.1996320814234;45050.3156835832
17.5420172255466;47685.6063366429
17.8844023696698;50320.8969897026
18.2267875137931;52956.1876427623
18.5691726579163;55591.478295822
18.9115578020396;58226.7689488817
19.2539429461628;60862.0596019414
19.596328090286;63497.3502550011
19.9789301397328;66132.6409080608
20.3934405661499;68767.9315611205
20.8079509925669;71403.2222141802
21.222461418984;74038.51286724
21.6369718454011;76673.8035202997
22.0514822718181;79309.0941733594
22.4659926982352;81944.3848264191
22.8805031246522;84579.6754794788
23.3023024523652;87214.9661325385
23.7594788027284;89850.2567855982
24.2166551530915;92485.5474386579
24.6738315034547;95120.8380917176
25.1310078538179;97756.1287447774
25.5881842041811;100391.419397837
26.0453605545442;103026.710050897
26.5162442936135;105662.000703956
27.0375386344898;108297.291357016
27.5588329753661;110932.582010076
28.0801273162424;113567.872663136
28.6014216571188;116203.163316195
29.1227159979951;118838.453969255
29.6440103388714;121473.744622315
30.1825588971467;124109.035275374
30.7246736742542;126744.325928434
31.2667884513618;129379.616581494
31.8089032284694;132014.907234554
32.351018005577;134650.197887613
32.8931327826846;137285.488540673
33.4918260055703;139920.779193733
34.1025202770778;142556.069846792
34.7132145485852;145191.360499852
35.3239088200927;147826.651152912
35.9346030916001;150461.941805972
36.5460028181076;153097.232459031
37.2157344872376;155732.523112091
37.8854661563675;158367.813765151
38.5551978254975;161003.10441821
39.2249294946274;163638.39507127
39.9056849410256;166273.68572433
40.6480399451352;168908.976377389
41.3903949492449;171544.267030449
42.1327499533545;174179.557683509
42.8751049574641;176814.848336569
43.643384523731;179450.138989628
44.4194758629793;182085.429642688
45.1955672022275;184720.720295748
45.9716585414757;187356.010948807
46.8373254403492;189991.301601867
47.7690269297798;192626.592254927
48.7007284192105;195261.882907987
49.6324299086412;197897.173561046
50.6022913296387;200532.464214106
51.5839185282485;203167.754867166
52.5655457268582;205803.045520225
53.6497862856138;208438.336173285
54.8269363082701;211073.626826345
56.0040863309264;213708.917479405
57.1509546129568;216344.208132464
58.275078417269;218979.498785524
59.3992022215812;221614.789438584
60.7947206635076;224250.080091643
62.2547163506107;226885.370744703
63.7541786178356;229520.661397763
65.3067067007695;232155.952050822
66.9363474903849;234791.242703882
68.7221404385916;237426.533356942
70.4585354773225;240061.824010002
72.1282466216101;242697.114663061
74.0066157750946;245332.405316121
76.0772653964564;247967.695969181
78.1612716590345;250602.98662224
80.3793554209617;253238.2772753
82.9307092027011;255873.56792836
85.5575220892164;258508.85858142
88.4346112906148;261144.149234479
91.5268964838161;263779.439887539
94.6703636147749;266414.730540599
97.9621357944587;269050.021193658
101.750721849721;271685.311846718
106.287;274320.602499778
