H [A/m];B [T]
33.8541786;-0.697016536
34.98921438;-0.685952781
36.06145729;-0.674889027
37.08471052;-0.663825272
38.02129669;-0.652761518
38.88128467;-0.641697763
39.68493199;-0.630634009
40.41944704;-0.619570254
41.10894189;-0.6085065
41.72697804;-0.597442745
42.29363278;-0.58637899
42.83900348;-0.575315236
43.33338077;-0.564251481
43.77557036;-0.553187727
44.17889322;-0.542123972
44.54849277;-0.531060218
44.93443276;-0.519996463
45.29725391;-0.508932709
45.64259233;-0.497868954
45.95698658;-0.4868052
46.24345102;-0.475741445
46.54999657;-0.464677691
46.84349894;-0.453613936
47.10654171;-0.442550181
47.36634401;-0.431486427
47.61315931;-0.420422672
47.85579644;-0.409358918
48.09928393;-0.398295163
48.3524255;-0.387231409
48.61975533;-0.376167654
48.8675669;-0.3651039
49.09407164;-0.354040145
49.32269065;-0.342976391
49.55374615;-0.331912636
49.78483892;-0.320848882
50.01583763;-0.309785127
50.23843128;-0.298721372
50.44854209;-0.287657618
50.65274404;-0.276593863
50.88336093;-0.265530109
51.15248556;-0.254466354
51.4027171;-0.2434026
51.60806417;-0.232338845
51.85269059;-0.221275091
52.11035194;-0.210211336
52.34262043;-0.199147582
52.56361389;-0.188083827
52.79339496;-0.177020073
53.03812714;-0.165956318
53.27086621;-0.154892564
53.49984611;-0.143828809
53.73996509;-0.132765054
53.99367293;-0.1217013
54.25667138;-0.110637545
54.51812099;-9.96E-02
54.78338377;-8.85E-02
55.04352627;-7.74E-02
55.28648259;-6.64E-02
55.54124085;-5.53E-02
55.81733834;-4.43E-02
56.07443085;-3.32E-02
56.32540345;-2.21E-02
56.60838408;-1.11E-02
56.90671334;0.00E+00
57.2116917;1.11E-02
57.51961951;2.21E-02
57.80673164;3.32E-02
58.10275269;4.43E-02
58.42244647;5.53E-02
58.74452775;6.64E-02
59.06731735;7.74E-02
59.38665728;8.85E-02
59.70487391;9.96E-02
60.0388493;0.110637545
60.39341589;0.1217013
60.76127828;0.132765054
61.14763271;0.143828809
61.54396277;0.154892564
61.93556571;0.165956318
62.32985056;0.177020073
62.74533676;0.188083827
63.17916151;0.199147582
63.62790772;0.210211336
64.08951853;0.221275091
64.55873929;0.232338845
65.05286989;0.2434026
65.56686859;0.254466354
66.09130549;0.265530109
66.64022504;0.276593863
67.20233381;0.287657618
67.75519575;0.298721372
68.3313632;0.309785127
68.93282992;0.320848882
69.53714174;0.331912636
70.15647766;0.342976391
70.79918919;0.354040145
71.45261635;0.3651039
72.11485322;0.376167654
72.78262162;0.387231409
73.45946363;0.398295163
74.14689344;0.409358918
74.86179319;0.420422672
75.61834885;0.431486427
76.39384756;0.442550181
77.15902395;0.453613936
77.9555669;0.464677691
78.78556809;0.475741445
79.64271147;0.4868052
80.51023293;0.497868954
81.4074161;0.508932709
82.33920977;0.519996463
83.2839288;0.531060218
84.25002166;0.542123972
85.25785955;0.553187727
86.31656702;0.564251481
87.40191809;0.575315236
88.51735775;0.58637899
89.67927639;0.597442745
90.90470308;0.6085065
92.18584292;0.619570254
93.50526671;0.630634009
94.89837064;0.641697763
96.31882769;0.652761518
97.78317036;0.663825272
99.32884701;0.674889027
100.8968542;0.685952781
102.5012195;0.697016536
104.1199901;0.70808029
105.7448013;0.719144045
107.4027936;0.730207799
109.1253118;0.741271554
110.9199267;0.752335309
112.8188898;0.763399063
114.8486465;0.774462818
117.0401484;0.785526572
119.3894714;0.796590327
121.8643084;0.807654081
124.451165;0.818717836
127.1549508;0.82978159
129.9772831;0.840845345
132.868714;0.851909099
135.9306588;0.862972854
139.2050976;0.874036608
142.5485923;0.885100363
145.9098038;0.896164117
149.4967111;0.907227872
153.3679392;0.918291627
157.3951963;0.929355381
161.6468113;0.940419136
166.2617077;0.95148289
171.1675774;0.962546645
176.4048673;0.973610399
181.7129754;0.984674154
187.0787076;0.995737908
192.8662097;1.006801663
199.1028092;1.017865417
205.4247757;1.028929172
212.2774569;1.039992926
219.220881;1.051056681
226.9673117;1.062120436
234.9261613;1.07318419
243.0591305;1.084247945
