H [A/m];B [T]
-100.0665883;-0.295861969
-101.0400069;-0.312768367
-102.0134255;-0.329674765
-102.986844;-0.346581163
-103.9602626;-0.363487561
-104.9336812;-0.38039396
-105.9070998;-0.397300358
-106.8805184;-0.414206756
-107.8539369;-0.431113154
-109.7818218;-0.448019553
-112.4985311;-0.464925951
-115.2152403;-0.481832349
-117.9319495;-0.498738747
-120.6486587;-0.515645145
-123.3653679;-0.532551544
-126.0820772;-0.549457942
-128.7987864;-0.56636434
-131.5154956;-0.583270738
-134.2322048;-0.600177136
-136.948914;-0.617083535
-139.6656233;-0.633989933
-142.3823325;-0.650896331
-145.0990417;-0.667802729
-147.8157509;-0.684709127
-150.5324602;-0.701615526
-153.2491694;-0.718521924
-157.0566096;-0.735428322
-161.9268675;-0.75233472
-166.7971254;-0.769241118
-171.6673833;-0.786147517
-176.5376411;-0.803053915
-181.407899;-0.819960313
-186.2781569;-0.836866711
-191.1484148;-0.85377311
-196.0186727;-0.870679508
-200.8889306;-0.887585906
-205.7726472;-0.904492304
-216.8473899;-0.921398702
-227.9221325;-0.938305101
-238.9968752;-0.955211499
-250.0716178;-0.972117897
-261.1463604;-0.989024295
-272.2211031;-1.005930693
-284.5430691;-1.022837092
-300.3309769;-1.03974349
-316.1188846;-1.056649888
-331.9067923;-1.073556286
-347.6947;-1.090462684
-363.4826077;-1.107369083
-379.2705154;-1.124275481
-395.0584231;-1.141181879
-410.8463308;-1.158088277
-429.5437113;-1.174994675
-449.8976189;-1.191901074
-470.2515265;-1.208807472
-490.8136107;-1.22571387
-513.8249243;-1.242620268
-538.4704464;-1.259526667
-575.5042096;-1.276433065
-616.3365477;-1.293339463
-657.9553852;-1.310245861
-700.980144;-1.327152259
-749.4378909;-1.344058658
-803.2316888;-1.360965056
-859.0777741;-1.377871454
-930.5619527;-1.394777852
-1006.763558;-1.41168425
-1088.7363;-1.428590649
-1183.569204;-1.445497047
-1293.454833;-1.462403445
-1419.275312;-1.479309843
-1560.245538;-1.496216241
-1722.917867;-1.51312264
-1913.533839;-1.530029038
-2138.545766;-1.546935436
-2389.591791;-1.563841834
-2690.114299;-1.580748232
-3022.23198;-1.597654631
-3404.923021;-1.614561029
-3822.974998;-1.631467427
-4302.409911;-1.648373825
-4851.815733;-1.665280224
-5441.59481;-1.682186622
-4734.72853;-1.665280224
-4092.564778;-1.648373825
-3544.709461;-1.631467427
-3059.241572;-1.614561029
-2659.510885;-1.597654631
-2286.048774;-1.580748232
-1963.394767;-1.563841834
-1693.389472;-1.546935436
-1479.481184;-1.530029038
-1290.28907;-1.51312264
-1133.629132;-1.496216241
-1000.047662;-1.479309843
-889.9618409;-1.462403445
-790.1145832;-1.445497047
-677.1590966;-1.428590649
-601.6748144;-1.41168425
-541.4992883;-1.394777852
-491.0249772;-1.377871454
-445.0606624;-1.360965056
-399.9062895;-1.344058658
-357.609681;-1.327152259
-322.4708049;-1.310245861
-289.3402142;-1.293339463
-259.9966448;-1.276433065
-231.935659;-1.259526667
-204.4449943;-1.242620268
-180.9640954;-1.22571387
-161.0200813;-1.208807472
-143.2756155;-1.191901074
-125.5311498;-1.174994675
-109.5562955;-1.158088277
-96.6761959;-1.141181879
-83.79609631;-1.124275481
-70.91599672;-1.107369083
-59.05212036;-1.090462684
-49.00712237;-1.073556286
-38.96212438;-1.056649888
-28.91712638;-1.03974349
-19.75708809;-1.022837092
-11.51645851;-1.005930693
-4.948598894;-0.989024295
1.521216521;-0.972117897
7.991031936;-0.955211499
14.40544694;-0.938305101
19.17162805;-0.921398702
23.93780917;-0.904492304
28.70399029;-0.887585906
32.33926636;-0.870679508
35.66161771;-0.85377311
38.98396905;-0.836866711
42.3063204;-0.819960313
45.62867174;-0.803053915
48.69674638;-0.786147517
50.77369538;-0.769241118
52.54920286;-0.75233472
53.68264494;-0.735428322
54.81608701;-0.718521924
55.94952909;-0.701615526
57.08297116;-0.684709127
58.21641324;-0.667802729
59.34985531;-0.650896331
60.48329739;-0.633989933
61.61673946;-0.617083535
62.60487104;-0.600177136
63.39088569;-0.583270738
64.1742627;-0.56636434
64.95763971;-0.549457942
65.74101672;-0.532551544
66.52439373;-0.515645145
67.30777074;-0.498738747
68.09114775;-0.481832349
68.87452476;-0.464925951
69.65790177;-0.448019553
70.44127878;-0.431113154
71.22465579;-0.414206756
71.9979851;-0.397300358
72.7555017;-0.38039396
73.5130183;-0.363487561
74.0438156;-0.346581163
74.5726644;-0.329674765
75.10151321;-0.312768367
75.63036202;-0.295861969
76.15921083;-0.27895557
76.68805964;-0.262049172
77.21690845;-0.245142774
77.74575726;-0.228236376
78.27460606;-0.211329978
78.80345487;-0.194423579
79.33230368;-0.177517181
79.86115249;-0.160610783
80.3900013;-0.143704385
80.9173101;-0.126797987
81.37620312;-0.109891588
81.83509615;-9.30E-02
82.29398918;-7.61E-02
82.75288221;-5.92E-02
83.21177523;-4.23E-02
83.81908996;-2.54E-02
84.56703573;-8.45E-03
85.31498149;8.45E-03
86.06292726;2.54E-02
86.81087302;4.23E-02
87.55881879;5.92E-02
88.30676455;7.61E-02
89.05471032;9.30E-02
89.80265609;0.109891588
90.55060185;0.126797987
91.30582105;0.143704385
92.27923963;0.160610783
93.25265821;0.177517181
94.2260768;0.194423579
95.19949538;0.211329978
96.17291396;0.228236376
97.14633254;0.245142774
98.11975113;0.262049172
99.09316971;0.27895557
100.0665883;0.295861969
101.0400069;0.312768367
102.0134255;0.329674765
102.986844;0.346581163
103.9602626;0.363487561
104.9336812;0.38039396
105.9070998;0.397300358
106.8805184;0.414206756
107.8539369;0.431113154
109.7818218;0.448019553
112.4985311;0.464925951
115.2152403;0.481832349
117.9319495;0.498738747
120.6486587;0.515645145
123.3653679;0.532551544
126.0820772;0.549457942
128.7987864;0.56636434
131.5154956;0.583270738
134.2322048;0.600177136
136.948914;0.617083535
139.6656233;0.633989933
142.3823325;0.650896331
145.0990417;0.667802729
147.8157509;0.684709127
150.5324602;0.701615526
153.2491694;0.718521924
157.0566096;0.735428322
161.9268675;0.75233472
166.7971254;0.769241118
171.6673833;0.786147517
176.5376411;0.803053915
181.407899;0.819960313
186.2781569;0.836866711
191.1484148;0.85377311
196.0186727;0.870679508
200.8889306;0.887585906
205.7726472;0.904492304
216.8473899;0.921398702
227.9221325;0.938305101
238.9968752;0.955211499
250.0716178;0.972117897
261.1463604;0.989024295
272.2211031;1.005930693
284.5430691;1.022837092
300.3309769;1.03974349
316.1188846;1.056649888
331.9067923;1.073556286
347.6947;1.090462684
363.4826077;1.107369083
379.2705154;1.124275481
395.0584231;1.141181879
410.8463308;1.158088277
429.5437113;1.174994675
449.8976189;1.191901074
470.2515265;1.208807472
490.8136107;1.22571387
513.8249243;1.242620268
538.4704464;1.259526667
575.5042096;1.276433065
616.3365477;1.293339463
657.9553852;1.310245861
700.980144;1.327152259
749.4378909;1.344058658
803.2316888;1.360965056
859.0777741;1.377871454
930.5619527;1.394777852
1006.763558;1.41168425
1088.7363;1.428590649
1183.569204;1.445497047
1293.454833;1.462403445
1419.275312;1.479309843
1560.245538;1.496216241
1722.917867;1.51312264
1913.533839;1.530029038
2138.545766;1.546935436
2389.591791;1.563841834
2690.114299;1.580748232
3022.23198;1.597654631
3404.923021;1.614561029
3822.974998;1.631467427
4302.409911;1.648373825
4851.815733;1.665280224
