H [A/m];M [A/m]
-285.02182482193;-142.02032083
-286.799060555399;-8387.70276263499
-288.576296288868;-16633.38520444
-290.353532022337;-24879.067646245
-292.130767755806;-33124.75008805
-293.908003489275;-41370.4325298549
-295.685239222744;-49616.1149716599
-297.393343817834;-57861.7974134649
-299.020394348821;-66107.4798552699
-300.647444879809;-74353.1622970749
-302.274495410796;-82598.8447388799
-303.901545941783;-90844.5271806849
-305.60002524394;-99090.2096224899
-307.334780789969;-107335.892064295
-309.069536335997;-115581.5745061
-310.804291882025;-123827.256947905
-312.583208286449;-132072.93938971
-314.584507261802;-140318.621831515
-316.585806237156;-148564.30427332
-318.58710521251;-156809.986715125
-320.588404187863;-165055.66915693
-322.589797406576;-173301.351598735
-324.591237391577;-181547.03404054
-326.592677376579;-189792.716482345
-328.59411736158;-198038.39892415
-330.596057385771;-206284.081365955
-332.598146676068;-214529.76380776
-334.600235966364;-222775.446249565
-336.60232525666;-231021.12869137
-338.699377843028;-239266.811133175
-340.867395142344;-247512.49357498
-343.03541244166;-255758.176016785
-345.203429740977;-264003.85845859
-347.859016054353;-272249.540900395
-350.527823173307;-280495.2233422
-353.19663029226;-288740.905784005
-355.915065353397;-296986.58822581
-358.716058520655;-305232.270667615
-361.517051687914;-313477.95310942
-364.393582987627;-321723.635551225
-367.395452954883;-329969.31799303
-370.397322922138;-338215.000434835
-373.323626938942;-346460.682876639
-376.124906730523;-354706.365318444
-378.926186522104;-362952.04776025
-381.878687387531;-371197.730202054
-385.080418084028;-379443.412643859
-388.282148780525;-387689.095085664
-391.45036194887;-395934.777527469
-394.563509974779;-404180.459969274
-397.676658000689;-412426.142411079
-401.973858000146;-420671.824852884
-406.831491946921;-428917.507294689
-411.049358875142;-437163.189736494
-414.801159558924;-445408.872178299
-418.642167695146;-453654.554620104
-422.893070352011;-461900.237061909
-427.143973008877;-470145.919503714
-431.645064427861;-478391.601945519
-436.217227337933;-486637.284387324
-440.98308049432;-494882.966829129
-445.840712208926;-503128.649270934
-450.780884044789;-511374.331712739
-455.781245522234;-519620.014154544
-460.670604561743;-527865.696596349
-465.528236281113;-536111.379038154
-470.708181401679;-544357.061479959
-476.041546686482;-552602.743921764
-483.010611863395;-560848.426363569
-489.507316242362;-569094.108805374
-494.839772621148;-577339.791247179
-502.853773398569;-585585.473688984
-512.285947405468;-593831.156130789
-520.952221221694;-602076.838572594
-530.446607587447;-610322.521014399
-537.321130087099;-618568.203456204
-545.153092880901;-626813.885898009
-554.010843897391;-635059.568339814
-562.709212446705;-643305.250781619
-574.204529345722;-651550.933223424
-581.623981423714;-659796.615665229
-589.592581467069;-668042.298107034
-599.421144187565;-676287.980548839
-608.41608970632;-684533.662990644
-618.85599920691;-692779.345432449
-628.968200969002;-701025.027874254
-639.806043311128;-709270.710316059
-650.327208816451;-717516.392757864
-659.126380083753;-725762.075199669
-671.108606946353;-734007.757641474
-682.283312014905;-742253.440083279
-693.465941749333;-750499.122525084
-704.944141910236;-758744.804966889
-715.052267723431;-766990.487408694
-727.047328089276;-775236.169850499
-738.616617698171;-783481.852292304
-750.438430676886;-791727.534734109
-761.97752031598;-799973.217175914
-773.015770363992;-808218.899617719
-779.78637145;-816464.582059524
-788.47143398;-816638.508800147
-729.991410509654;-808393.938616012
-671.483311793413;-800149.368431878
-616.098497747708;-791904.798247743
-563.432268314827;-783660.228063609
-514.01173388;-775415.657879474
-478.709947402354;-767171.08769534
-444.973589698667;-758926.517511205
-409.101627468129;-750681.947327071
-379.28991913309;-742437.377142936
-344.190988464283;-734192.806958802
-315.911172949072;-725948.236774667
-289.067207198847;-717703.666590533
-263.598791270508;-709459.096406398
-233.462387859571;-701214.526222264
-212.4928946359;-692969.956038129
-192.681826111155;-684725.385853995
-174.057741781963;-676480.81566986
-152.851929213318;-668236.245485726
-136.408770637471;-659991.675301591
-117.439559369246;-651747.105117457
-100.123302334155;-643502.534933322
-84.1693946981724;-635257.964749188
-69.9378571253266;-627013.394565053
-57.5016846737697;-618768.824380919
-42.4675772096555;-610524.254196784
-28.9683275001761;-602279.68401265
-18.1665119882958;-594035.113828515
-7.68838986931498;-585790.543644381
4.71989554514696;-577545.973460246
12.507891819258;-569301.403276112
21.5317684231732;-561056.833091977
30.8791096421826;-552812.262907843
41.7682551359478;-544567.692723708
50.7177881983663;-536323.122539573
57.5467830196775;-528078.552355439
66.2394667770933;-519833.982171304
77.0425621310741;-511589.41198717
85.2558931022958;-503344.841803035
93.0745111906634;-495100.271618901
100.593479099238;-486855.701434766
107.096491559649;-478611.131250632
114.065854821441;-470366.561066497
120.55471888821;-462121.990882363
126.461303635797;-453877.420698228
131.268911842351;-445632.850514094
137.583111620425;-437388.280329959
142.628298186186;-429143.710145825
146.636395675068;-420899.13996169
153.08344365078;-412654.569777556
158.004707474165;-404409.999593421
163.791677952263;-396165.429409287
168.785012493983;-387920.859225152
173.182482658364;-379676.289041018
177.176849704811;-371431.718856883
181.173420527991;-363187.148672749
185.413553720064;-354942.578488614
189.57313581515;-346698.00830448
192.905188612696;-338453.438120345
196.171531102536;-330208.867936211
199.368531956895;-321964.297752076
203.352897361852;-313719.727567942
206.660906698483;-305475.157383807
209.23190458019;-297230.587199672
212.021123703092;-288986.017015538
215.163462315576;-280741.446831403
218.195621201024;-272496.876647269
220.945895346831;-264252.306463134
223.696169492638;-256007.736279
226.446247720707;-247763.166094865
229.196299386173;-239518.595910731
231.682715425365;-231274.025726596
233.883392833099;-223029.455542462
236.084070240833;-214784.885358327
238.380847104504;-206540.315174193
240.781737503824;-198295.744990058
243.182627903144;-190051.174805924
245.311422254796;-181806.604621789
247.145636652785;-173562.034437655
248.979851050775;-165317.46425352
250.814065448765;-157072.894069386
252.795421502997;-148828.323885251
254.796670350877;-140583.753701117
256.797919198756;-132339.183516982
258.799168046635;-124094.613332848
260.497913690922;-115850.043148713
262.191160711298;-107605.472964579
263.884407731673;-99360.9027804442
265.591402980832;-91116.3325963097
267.449805468945;-82871.7624121751
269.308207957059;-74627.1922280406
271.166610445172;-66382.6220439061
273.025012933286;-58138.0518597716
274.655737073879;-49893.4816756371
276.25681975937;-41648.9114915026
277.85790244486;-33404.3413073681
279.458985130351;-25159.7711232335
281.163286535882;-16915.200939099
283.031334932941;-8670.63075496452
284.89938333;-426.06057083
284.960604075965;-142.020125
285.02182482193;142.02032083
286.799060555399;8387.70276263499
288.576296288868;16633.38520444
290.353532022337;24879.067646245
292.130767755806;33124.75008805
293.908003489275;41370.4325298549
295.685239222744;49616.1149716599
297.393343817834;57861.7974134649
299.020394348821;66107.4798552699
300.647444879809;74353.1622970749
302.274495410796;82598.8447388799
303.901545941783;90844.5271806849
305.60002524394;99090.2096224899
307.334780789969;107335.892064295
309.069536335997;115581.5745061
310.804291882025;123827.256947905
312.583208286449;132072.93938971
314.584507261802;140318.621831515
316.585806237156;148564.30427332
318.58710521251;156809.986715125
320.588404187863;165055.66915693
322.589797406576;173301.351598735
324.591237391577;181547.03404054
326.592677376579;189792.716482345
328.59411736158;198038.39892415
330.596057385771;206284.081365955
332.598146676068;214529.76380776
334.600235966364;222775.446249565
336.60232525666;231021.12869137
338.699377843028;239266.811133175
340.867395142344;247512.49357498
343.03541244166;255758.176016785
345.203429740977;264003.85845859
347.859016054353;272249.540900395
350.527823173307;280495.2233422
353.19663029226;288740.905784005
355.915065353397;296986.58822581
358.716058520655;305232.270667615
361.517051687914;313477.95310942
364.393582987627;321723.635551225
367.395452954883;329969.31799303
370.397322922138;338215.000434835
373.323626938942;346460.682876639
376.124906730523;354706.365318444
378.926186522104;362952.04776025
381.878687387531;371197.730202054
385.080418084028;379443.412643859
388.282148780525;387689.095085664
391.45036194887;395934.777527469
394.563509974779;404180.459969274
397.676658000689;412426.142411079
401.973858000146;420671.824852884
406.831491946921;428917.507294689
411.049358875142;437163.189736494
414.801159558924;445408.872178299
418.642167695146;453654.554620104
422.893070352011;461900.237061909
427.143973008877;470145.919503714
431.645064427861;478391.601945519
436.217227337933;486637.284387324
440.98308049432;494882.966829129
445.840712208926;503128.649270934
450.780884044789;511374.331712739
455.781245522234;519620.014154544
460.670604561743;527865.696596349
465.528236281113;536111.379038154
470.708181401679;544357.061479959
476.041546686482;552602.743921764
483.010611863395;560848.426363569
489.507316242362;569094.108805374
494.839772621148;577339.791247179
502.853773398569;585585.473688984
512.285947405468;593831.156130789
520.952221221694;602076.838572594
530.446607587447;610322.521014399
537.321130087099;618568.203456204
545.153092880901;626813.885898009
554.010843897391;635059.568339814
562.709212446705;643305.250781619
574.204529345722;651550.933223424
581.623981423714;659796.615665229
589.592581467069;668042.298107034
599.421144187565;676287.980548839
608.41608970632;684533.662990644
618.85599920691;692779.345432449
628.968200969002;701025.027874254
639.806043311128;709270.710316059
650.327208816451;717516.392757864
659.126380083753;725762.075199669
671.108606946353;734007.757641474
682.283312014905;742253.440083279
693.465941749333;750499.122525084
704.944141910236;758744.804966889
715.052267723431;766990.487408694
727.047328089276;775236.169850499
738.616617698171;783481.852292304
750.438430676886;791727.534734109
761.97752031598;799973.217175914
773.015770363992;808218.899617719
779.78637145;816464.582059524
