H [A/m];M [A/m]
-212.674397140253;-960593.4558836
-186.371956745904;-946261.145271585
-160.082845792508;-931928.834659571
-133.775934520618;-917596.524047557
-111.976578567255;-903264.213435543
-90.1737314420276;-888931.902823529
-71.8071552858093;-874599.592211515
-55.568119761024;-860267.281599501
-33.6677287745213;-845934.970987487
-16.74381654;-831602.660375473
-2.19077113837649;-817270.349763459
12.0549471754791;-802938.039151445
28.26924668;-788605.728539431
41.77323479;-774273.417927417
54.8830722815794;-759941.107315403
69.7759991755927;-745608.796703389
83.0296947279267;-731276.486091375
96.5276942594122;-716944.175479361
107.215198344449;-702611.864867347
116.45107918362;-688279.554255333
126.931972091131;-673947.243643319
139.939043772717;-659614.933031305
148.955410977022;-645282.622419291
157.685211141035;-630950.311807277
165.324656534095;-616618.001195263
172.177802308346;-602285.690583249
179.100815832103;-587953.379971235
186.94993929558;-573621.069359221
193.30405439385;-559288.758747207
198.535462075455;-544956.448135193
205.384446168774;-530624.137523179
212.518446322301;-516291.826911165
218.186852091357;-501959.516299151
223.78990475707;-487627.205687137
228.851376292408;-473294.895075123
233.464745761268;-458962.584463109
238.078115230127;-444630.273851095
241.944484254842;-430297.963239081
245.353243444572;-415965.652627067
248.762002634301;-401633.342015053
252.17076182403;-387301.031403039
255.555064907578;-372968.720791025
258.926691056705;-358636.410179011
262.298317205832;-344304.099566997
265.669943354959;-329971.788954982
269.041569504087;-315639.478342968
272.096080991953;-301307.167730954
274.471334821482;-286974.85711894
276.846588651011;-272642.546506926
279.22184248054;-258310.235894912
281.597096310068;-243977.925282898
283.972350139597;-229645.614670884
286.681735894918;-215313.30405887
289.584801062469;-200980.993446856
292.48786623002;-186648.682834842
295.390931397571;-172316.372222828
298.293996565121;-157984.061610814
301.197061732672;-143651.7509988
304.066310387311;-129319.440386786
306.890873297252;-114987.129774772
309.715436207193;-100654.819162758
312.539999117133;-86322.5085507441
315.364562027074;-71990.1979387301
318.189124937014;-57657.8873267161
320.998145381514;-43325.5767147021
323.547056474343;-28993.266102688
326.095967567171;-14660.955490674
328.64487866;-328.64487866
328.70934652481;0
328.773814389619;328.64487866
331.5861963271;14665.6315823562
334.398578264582;29002.6182860525
337.210960202063;43339.6049897487
340.023342139545;57676.5916934449
342.835724077026;72013.5783971412
345.648106014507;86350.5651008374
348.460487951989;100687.551804534
351.27286988947;115024.53850823
354.085251826951;129361.525211926
356.908357688524;143698.511915622
360.64232613382;158035.498619319
364.376294579115;172372.485323015
368.110263024411;186709.472026711
371.844231469706;201046.458730407
375.578199915002;215383.445434104
379.312168360297;229720.4321378
382.919660783829;244057.418841496
386.525109180256;258394.405545192
390.130557576683;272731.392248889
393.73600597311;287068.378952585
397.341454369536;301405.365656281
402.554686541252;315742.352359977
407.783659703396;330079.339063673
413.012632865539;344416.32576737
418.241606027682;358753.312471066
425.009447420942;373090.299174762
432.481390146697;387427.285878458
439.953332872453;401764.272582155
447.358516954064;416101.259285851
453.89596154939;430438.245989547
460.433406144715;444775.232693243
466.970850740041;459112.21939694
474.234887796629;473449.206100636
481.927805191859;487786.192804332
489.620722587089;502123.179508028
498.036044937043;516460.166211725
506.756280770466;530797.152915421
516.010260702504;545134.139619117
529.09731973098;559471.126322813
542.074777381478;573808.11302651
553.289407533703;588145.099730206
564.504037685927;602482.086433902
577.71148172537;616819.073137598
591.990976786323;631156.059841294
605.365588884691;645493.046544991
618.452647913168;659830.033248687
635.18658311179;674167.019952383
653.519740832716;688504.006656079
672.797169057565;702840.993359776
692.097540011242;717177.980063472
711.398224427476;731514.966767168
731.463820587888;745851.953470864
752.320628088044;760188.940174561
775.611779933544;774525.926878257
797.100092375337;788862.913581953
817.662892349259;803199.900285649
840.591054849545;817536.886989346
865.815434061605;831873.873693042
892.029620186494;846210.860396738
918.240022706259;860547.847100434
944.451210775373;874884.833804131
972.185085244427;889221.820507827
1003.17848137845;903558.807211523
1037.21368071197;917895.793915219
1066.70781211533;932232.780618915
1096.58834862991;946569.767322612
1132.20159711865;960906.754026308
1172.64325391865;975243.740730004
1218.086010736;989580.7274337
1262.90203223205;1003917.7141374
1307.20077062518;1018254.70084109
1362.23823523542;1032591.68754479
1424.34524216614;1046928.67424849
1482.20219356319;1061265.66095218
1540.05222291013;1075602.64765588
1595.15792637333;1089939.63435957
1654.76773393385;1104276.62106327
1730.80747408063;1118613.60776697
1812.80856609431;1132950.59447066
1904.60460201523;1147287.58117436
2006.49384613473;1161624.56787806
2099.56299816504;1175961.55458175
2229.40300279386;1190298.54128545
2363.43770984128;1204635.52798914
2511.98372181924;1218972.51469284
2691.70978857661;1233309.50139654
2874.58515289795;1247646.48810023
3058.51809485544;1261983.47480393
3338.6004247997;1276320.46150763
3615.77901784986;1290657.44821132
3973.82522768294;1304994.43491502
4338.43577866285;1319331.42161871
4660.35138661679;1333668.40832241
5125.36879907767;1348005.39502611
5679.99637677606;1362342.3817298
6141.14714631326;1376679.3684335
6668.78423410751;1391016.3551372
7322.26465131764;1405353.34184089
7941.5749344;1419690.32854459
